,name,desc
3088,Paf New Business,Provider of internet gaming services. The company provides an online wagering platform for wagering via
3089,XeroCoat,Manufacturer and designer of anti-reflective coatings for solar energy systems. The coatings are applicable across
3090,Harvest Technologies Corp,"Provider of bone marrow aspirate concentrate (BMAC) systems to treat vascular, orthopedic and cardiovascular diseases."
3091,System Management ARTS,Provider of innovative real-time analysis software that ensures the availability and peak performance of network-dependent
3092,Storyz,Developer of a mobile and web-based application. The company develops a story sharing platform that
3093,Peryskop.pl,Provider of an online search engine. The company provides semantic search engine for products and
3094,AD PathLabs,Provider of infrastructure and technical services to the anatomic pathology community.
3095,StyleZen,Provider of a online fashion shopping assistant. The company provides a platform that generates personalized
3096,Ströer Interactive,Provider of outdoor advertising services. The company offers online marketing services such as outdoor banner
3097,NTRglobal,Provider of remote access technology and services for information technology (IT) service management and external
3098,Stockr,"Provider of social network for the investment community. The company provides a platform where investors,"
3099,In2 Printing Solutions,Provider of digital printing. The company provides various types of digital printing services to its
3100,Apache Design Solutions,Developer of physical design and verification software solutions for the semiconductor industry. The company provides
